id;code_ifns;name;address;phone;add_info;payment_receiver;oktmo_receiver;inn;kpp;bank_receiver;bik;correspondent_account;account_number;code_reg_authority_le;name_reg_authority_le;address_reg_authority_le;phone_reg_authority_le;add_info_reg_authority_le;code_reg_authority_sp;name_reg_authority_sp;address_reg_authority_sp;phone_reg_authority_sp;add_info_reg_authority_sp;created_at;actualized_at;deleted_at
448;4910;Межрайонная инспекция Федеральной налоговой службы № 1 по Магаданской области;,685000,,,Магадан г,,Пролетарская ул,39,,;84132-620054, 84132-620080 (факс);Код ОКПО: 23397307. Режим работы с налогоплательщиками (без перерыва на обед): понедельник,среда 9.00-18.00, вторник,четверг 9.00-20.00, пятница 9.00-16.45, 2-я и 4-я субботы месяца 10.00 -15.00, остальные субботы,воскресенье выходной;УФК по Магаданской области;44701000,44702000,44707000;4900009740;490901001;Отделение Магадан;44442001;;4,01018E+19;49012;Межрайонная инспекция Федеральной налоговой службы № 1 по Магаданской области;685000, Магаданская область, Магадан г., Пролетарская ул., 39;84132-620054, 84132-620080 (факс);Режим работы (без перерыва на обед): понедельник-четверг 9.00-18.00, пятница 9.00-16.45, суббота, воскресенье выходной;49012;Межрайонная инспекция Федеральной налоговой службы № 1 по Магаданской области;685000, Магаданская область, Магадан г., Пролетарская ул., 39;84132-620054, 84132-620080 (факс);Режим работы (без перерыва на обед): понедельник-четверг 9.00-18.00, пятница 9.00-16.45, суббота, воскресенье выходной;2018-07-26 07:32:16.605689;2018-07-26 07:32:16.605689;
449;4911;Межрайонная инспекция Федеральной налоговой службы № 2 по Магаданской области;,686110,Магаданская обл,Хасынский р-н,,Палатка п,Космонавтов ул, 9,,;841342-92860 (тел/факс);Код ОКПО: 55426306. Режим работы с налогоплательщиками (без перерыва на обед): понедельник,среда 9.00-18.00, вторник,четверг 9.00-20.00, пятница 9.00-16.45, 2-я и 4-я субботы месяца 10.00 -15.00, остальные субботы,воскресенье выходной;УФК по Магаданской области;44704000,44716000,44719000;4907007767;490701001;Отделение Магадан;44442001;;4,01018E+19;49012;Межрайонная инспекция Федеральной налоговой службы № 1 по Магаданской области;685000, Магаданская область, Магадан г., Пролетарская ул., 39;84132-620054, 84132-620080 (факс);Режим работы (без перерыва на обед): понедельник-четверг 9.00-18.00, пятница 9.00-16.45, суббота, воскресенье выходной;49012;Межрайонная инспекция Федеральной налоговой службы № 1 по Магаданской области;685000, Магаданская область, Магадан г., Пролетарская ул., 39;84132-620054, 84132-620080 (факс);Режим работы (без перерыва на обед): понедельник-четверг 9.00-18.00, пятница 9.00-16.45, суббота, воскресенье выходной;2018-07-26 07:32:16.868130;2018-07-26 07:32:16.868130;
450;4912;Межрайонная инспекция Федеральной налоговой службы № 3 по Магаданской области;,686230,Магаданская обл,Ягоднинский р-н,,Ягодное п,Строителей ул,8,,;841343-23255, 841343-23320 (факс);Код ОКПО:55426660. Режим работы с налогоплательщиками (без перерыва на обед): понедельник,среда 9.00-18.00, вторник,четверг 9.00-20.00, пятница 9.00-17.00, 2-я и 4-я субботы месяца 10.00 -15.00, остальные субботы,воскресенье выходной;УФК по Магаданской области;44710000,44713000,44722000;4908006886;490801001;Отделение Магадан;44442001;;4,01018E+19;49012;Межрайонная инспекция Федеральной налоговой службы № 1 по Магаданской области;685000, Магаданская область, Магадан г., Пролетарская ул., 39;84132-620054, 84132-620080 (факс);Режим работы (без перерыва на обед): понедельник-четверг 9.00-18.00, пятница 9.00-16.45, суббота, воскресенье выходной;49012;Межрайонная инспекция Федеральной налоговой службы № 1 по Магаданской области;685000, Магаданская область, Магадан г., Пролетарская ул., 39;84132-620054, 84132-620080 (факс);Режим работы (без перерыва на обед): понедельник-четверг 9.00-18.00, пятница 9.00-16.45, суббота, воскресенье выходной;2018-07-26 07:32:16.887268;2018-07-26 07:32:16.887268;
451;5001;Инспекция Федеральной налоговой службы по г.Балашихе Московской области;,143912,Московская обл,,Балашиха г,,Энтузиастов ш,7,Б,;8-800-222-22-22;Код ОКПО:11761788. Прием: Понедельник, среда с 09.00 до 18.00. Вторник, четверг с 09.00 до 20.00. Пятница с 09.00 до 16.45. Вторая и четвертая субботы месяца с 10.00 до 15.00. Без перерыва на обед.;Управление Федерального казначейства по Московской области;46704000;5001000789;500101001;ГУ БАНКА РОССИИ ПО ЦФО;44525000;;4,01018E+19;50117;Инспекция Федеральной налоговой службы по г.Электростали Московской области;,144000,Московская обл,,Электросталь г,,Больничный пр,3,,;49657-43231;;50117;Инспекция Федеральной налоговой службы по г.Электростали Московской области;,144000,Московская обл,,Электросталь г,,Больничный пр,3,,;49657-43231;;2018-07-26 07:32:16.903222;2018-07-26 07:32:16.903222;
453;5004;Межрайонная инспекция Федеральной налоговой службы №19 по Московской области;,143600,Московская обл,,Волоколамск г,,Октябрьская пл,9,,;8-800-222-22-22;Код ОКПО:11761512. Прием: Понедельник, среда с 09.00 до 18.00. Вторник, четверг с 09.00 до 20.00. Пятница с 09.00 до 16.45. Вторая и четвертая субботы месяца с 10.00 до 15.00. Без перерыва на обед.;Управление Федерального казначейства по Московской области;46605000,46605101,46605158,46605449,46629000,46629151,46787000;5004008144;500401001;ГУ БАНКА РОССИИ ПО ЦФО;44525000;;4,01018E+19;50088;Инспекция Федеральной налоговой службы по г.Красногорску Московской области;,143409,Московская обл,,Красногорск г,,Бр.Горожанкиных ул,2а,,;495-5646720;;50088;Инспекция Федеральной налоговой службы по г.Красногорску Московской области;,143409,Московская обл,,Красногорск г,,Бр.Горожанкиных ул,2а,,;495-5646720;;2018-07-26 07:32:16.929401;2018-07-26 07:32:16.929401;
454;5005;Инспекция Федеральной налоговой службы по г.Воскресенску Московской области;,140205,Московская обл,,Воскресенск г,,Докторова ул,18,,;8-800-222-22-22;Код ОКПО:11761529. Прием: Понедельник, среда с 09.00 до 18.00. Вторник, четверг с 09.00 до 20.00. Пятница с 09.00 до 16.45. Вторая и четвертая субботы месяца с 10.00 до 15.00. Без перерыва на обед.;Управление Федерального казначейства по Московской области;46606000,46606101,46606154,46606167,46606180,46606402,46606413,46746000;5005001649;500501001;ГУ БАНКА РОССИИ ПО ЦФО;44525000;;4,01018E+19;50201;Межрайонная инспекция Федеральной налоговой службы №7 по Московской области;,140410,Московская обл,,Коломна г,,Фрунзе ул,43,,;496-61-25398;;50201;Межрайонная инспекция Федеральной налоговой службы №7 по Московской области;,140410,Московская обл,,Коломна г,,Фрунзе ул,43,,;496-61-25398;;2018-07-26 07:32:16.939244;2018-07-26 07:32:16.939244;
455;5007;Инспекция Федеральной налоговой службы по г.Дмитрову Московской области;,141800,Московская обл,,Дмитров г,,Пушкинская ул,73,,;8-800-222-22-22;Код ОКПО:11761541. Прием: Понедельник, среда с 09.00 до 18.00. Вторник, четверг с 09.00 до 20.00. Пятница с 09.00 до 16.45. Вторая и четвертая субботы месяца с 10.00 до 15.00. Без перерыва на обед.;Управление Федерального казначейства по Московской области;46608101,46608105,46608154,46608157,46608163,46608407,46608413,46608431,46623404;5007005695;500701001;ГУ БАНКА РОССИИ ПО ЦФО;44525000;;4,01018E+19;50071;Инспекция Федеральной налоговой службы по г.Дмитрову Московской области;,141800,Московская обл,,Дмитров г,,Пушкинская ул,73,,;495-9939349;;50071;Инспекция Федеральной налоговой службы по г.Дмитрову Московской области;,141800,Московская обл,,Дмитров г,,Пушкинская ул,73,,;495-9939349;;2018-07-26 07:32:16.947915;2018-07-26 07:32:16.947915;
456;5009;Инспекция Федеральной налоговой службы по г.Домодедово Московской области;,142000,Московская обл,,Домодедово г,,Красноармейская ул,42а,,;8-800-222-22-22;Код ОКПО:11761564. Прием: Понедельник, среда с 09.00 до 18.00. Вторник, четверг с 09.00 до 20.00. Пятница с 09.00 до 16.45. Вторая и четвертая субботы месяца с 10.00 до 15.00. Без перерыва на обед.;Управление Федерального казначейства по Московской области;46709000;5009018570;500901001;ГУ БАНКА РОССИИ ПО ЦФО;44525000;;4,01018E+19;50091;Межрайонная инспекция Федеральной налоговой службы №17 по Московской области;,140000,Московская обл,,Люберцы г,,Котельническая ул,6,,;495-5031163;;50091;Межрайонная инспекция Федеральной налоговой службы №17 по Московской области;,140000,Московская обл,,Люберцы г,,Котельническая ул,6,,;495-5031163;;2018-07-26 07:32:16.958007;2018-07-26 07:32:16.958007;
457;5010;Межрайонная инспекция Федеральной налоговой службы №12 по Московской области;,141981,Московская обл,,Дубна г,,Боголюбова пр-кт,30,,;8-800-222-22-22;Код ОКПО:11761570. Прием: Понедельник, среда с 09.00 до 18.00. Вторник, четверг с 09.00 до 20.00. Пятница с 09.00 до 16.45. Вторая и четвертая субботы месяца с 10.00 до 15.00. Без перерыва на обед.;Управление Федерального казначейства по Московской области;46654000,46654101,46654154,46654158,46654163,46654407,46654410,46654415,46654426,46718000;5010031007;501001001;ГУ БАНКА РОССИИ ПО ЦФО;44525000;;4,01018E+19;50071;Инспекция Федеральной налоговой службы по г.Дмитрову Московской области;,141800,Московская обл,,Дмитров г,,Пушкинская ул,73,,;495-9939349;;50071;Инспекция Федеральной налоговой службы по г.Дмитрову Московской области;,141800,Московская обл,,Дмитров г,,Пушкинская ул,73,,;495-9939349;;2018-07-26 07:32:16.967571;2018-07-26 07:32:16.967571;
458;5011;Инспекция Федеральной налоговой службы по г.Егорьевску Московской области;,140300,Московская обл,,Егорьевск г,,Александра Невского ул,7/62,,;8-800-222-22-22;Код ОКПО:11761587, Прием: Понедельник, среда с 09.00 до 18.00. Вторник, четверг с 09.00 до 20.00. Пятница с 09.00 до 16.45. Вторая и четвертая субботы месяца с 10.00 до 15.00. Без перерыва на обед.;Управление Федерального казначейства по Московской области;46722000;5011001502;501101001;ГУ БАНКА РОССИИ ПО ЦФО;44525000;;4,01018E+19;50201;Межрайонная инспекция Федеральной налоговой службы №7 по Московской области;,140410,Московская обл,,Коломна г,,Фрунзе ул,43,,;496-61-25398;;50201;Межрайонная инспекция Федеральной налоговой службы №7 по Московской области;,140410,Московская обл,,Коломна г,,Фрунзе ул,43,,;496-61-25398;;2018-07-26 07:32:16.979748;2018-07-26 07:32:16.979748;
459;5012;Межрайонная инспекция Федеральной налоговой службы №20 по Московской области;,143980,Московская обл,,Балашиха г, Железнодорожный мкр, Интернациональная ул,22а,,;8-800-222-22-22;Код ОКПО:46424000000. Прием: Понедельник, среда с 09.00 до 18.00. Вторник, четверг с 09.00 до 20.00. Пятница с 09.00 до 16.45. Вторая и четвертая субботы месяца с 10.00 до 15.00. Без перерыва на обед.;Управление Федерального казначейства по Московской области;46704000,47;5012006503;501201001;ГУ БАНКА РОССИИ ПО ЦФО;44525000;;4,01018E+19;50117;Инспекция Федеральной налоговой службы по г.Электростали Московской области;,144000,Московская обл,,Электросталь г,,Больничный пр,3,,;49657-43231;;50117;Инспекция Федеральной налоговой службы по г.Электростали Московской области;,144000,Московская обл,,Электросталь г,,Больничный пр,3,,;49657-43231;;2018-07-26 07:32:16.990085;2018-07-26 07:32:16.990085;
460;5017;Инспекция Федеральной налоговой службы по г.Истре Московской области;,143500,Московская обл,,Истра г,,Советская ул,12,,;8-800-222-22-22;Код ОКПО:11761653. Прием: Понедельник, среда с 09.00 до 18.00. Вторник, четверг с 09.00 до 20.00. Пятница с 09.00 до 16.45. Вторая и четвертая субботы месяца с 10.00 до 15.00. Без перерыва на обед.;Управление Федерального казначейства по Московской области;46618000,46618101,46618103,46618156,46618402,46618404,46618413,46618416,46618419,46618425,46618428,46618431,46618434,46618437,46618443,46763000;5017003746;501701001;ГУ БАНКА РОССИИ ПО ЦФО;44525000;;4,01018E+19;50088;Инспекция Федеральной налоговой службы по г.Красногорску Московской области;,143409,Московская обл,,Красногорск г,,Бр.Горожанкиных ул,2а,,;495-5646720;;50088;Инспекция Федеральной налоговой службы по г.Красногорску Московской области;,143409,Московская обл,,Красногорск г,,Бр.Горожанкиных ул,2а,,;495-5646720;;2018-07-26 07:32:17.000946;2018-07-26 07:32:17.000946;
461;5018;Межрайонная инспекция Федеральной налоговой службы №2 по Московской области;,141070,Московская обл,,Королев г,,Богомолова ул,4,,;8-800-222-22-22;Код ОКПО:11761660. Прием: Понедельник, среда с 09.00 до 18.00. Вторник, четверг с 09.00 до 20.00. Пятница с 09.00 до 16.45. Вторая и четвертая субботы месяца с 10.00 до 15.00. Без перерыва на обед.;Управление Федерального казначейства по Московской области;46734000;5018038798;501801001;ГУ БАНКА РОССИИ ПО ЦФО;44525000;;4,01018E+19;50093;Инспекция Федеральной налоговой службы по г.Мытищи Московской области;141021, Московская область,г. Мытищи, ул. Летная, д.30, корп.1;495-5861300;;50093;Инспекция Федеральной налоговой службы по г.Мытищи Московской области;141021, Московская область,г. Мытищи, ул. Летная, д.30, корп.1;495-5861300;;2018-07-26 07:32:17.017570;2018-07-26 07:32:17.017570;
462;5019;Межрайонная инспекция Федеральной налоговой службы №18 по Московской области;,142900,Московская обл,,Кашира г,,Карла Маркса ул,2,,;8-800-222-22-22;Код ОКПО:11761676. Прием: Понедельник, среда с 09.00 до 18.00. Вторник, четверг с 09.00 до 20.00. Пятница с 09.00 до 16.45. Вторая и четвертая субботы месяца с 10.00 до 15.00. Без перерыва на обед.;Управление Федерального казначейства по Московской области;46629151,46735000,46772000;5019009422;501901001;ГУ БАНКА РОССИИ ПО ЦФО;44525000;;4,01018E+19;50201;Межрайонная инспекция Федеральной налоговой службы №7 по Московской области;,140410,Московская обл,,Коломна г,,Фрунзе ул,43,,;496-61-25398;;50201;Межрайонная инспекция Федеральной налоговой службы №7 по Московской области;,140410,Московская обл,,Коломна г,,Фрунзе ул,43,,;496-61-25398;;2018-07-26 07:32:17.028253;2018-07-26 07:32:17.028253;
606;6313;Инспекция Федеральной налоговой службы по Красноглинскому району г. Самары;,443112,,,Самара г,,Сергея Лазо ул,2а,,;(846) 950-35-15;Код ОКПО:40985572: дни и часы приема: пн,ср с 09:00-18:00, вт,чт с 09:00-20:00, пт с 09:00-16:45, 2-я и 4-я суббота месяца с 10:00-15:00.;УФК ПО САМАРСКОЙ ОБЛАСТИ;36701000,36701315,36701320;6313005008;631301001;ОТДЕЛЕНИЕ САМАРА;43601001;;4,01018E+19;63003;Инспекция Федеральной налоговой службы по Красноглинскому району г. Самары;,443112,,, Самара г,, Сергея Лазо ул, д 2а,,;846-9503515;;63003;Инспекция Федеральной налоговой службы по Красноглинскому району г. Самары;,443112,,, Самара г,, Сергея Лазо ул, д 2а,,;846-9503515;;2018-07-26 07:32:27.119997;2018-07-26 07:32:27.119997;
463;5020;Инспекция Федеральной налоговой службы по г.Клину Московской области;,141601,Московская обл,,Клин г,,Гайдара ул,25,,;8-800-222-22-22;Код ОКПО:11761682. Прием: Понедельник, среда с 09.00 до 18.00. Вторник, четверг с 09.00 до 20.00. Пятница с 09.00 до 16.45. Вторая и четвертая субботы месяца с 10.00 до 15.00. Без перерыва на обед.;Управление Федерального казначейства по Московской области;46621101,46621103,46621154;5020006433;502001001;ГУ БАНКА РОССИИ ПО ЦФО;44525000;;4,01018E+19;50071;Инспекция Федеральной налоговой службы по г.Дмитрову Московской области;,141800,Московская обл,,Дмитров г,,Пушкинская ул,73,,;495-9939349;;50071;Инспекция Федеральной налоговой службы по г.Дмитрову Московской области;,141800,Московская обл,,Дмитров г,,Пушкинская ул,73,,;495-9939349;;2018-07-26 07:32:17.120462;2018-07-26 07:32:17.120462;
464;5022;Межрайонная инспекция Федеральной налоговой службы №7 по Московской области;,140410,Московская обл,,Коломна г,,Фрунзе ул,43,,;8-800-222-22-22;Код ОКПО:13300620. Прием: Понедельник, среда с 09.00 до 18.00. Вторник, четверг с 09.00 до 20.00. Пятница с 09.00 до 16.45. Вторая и четвертая субботы месяца с 10.00 до 15.00. Без перерыва на обед.;Управление Федерального казначейства по Московской области;46622000,46622154,46622402,46622404,46622416,46622419,46622422,46622425,46622431,46622434,46738000,46756000;5022032284;502201001;ГУ БАНКА РОССИИ ПО ЦФО;44525000;;4,01018E+19;50201;Межрайонная инспекция Федеральной налоговой службы №7 по Московской области;,140410,Московская обл,,Коломна г,,Фрунзе ул,43,,;496-61-25398;;50201;Межрайонная инспекция Федеральной налоговой службы №7 по Московской области;,140410,Московская обл,,Коломна г,,Фрунзе ул,43,,;496-61-25398;;2018-07-26 07:32:17.176415;2018-07-26 07:32:17.176415;
465;5024;Инспекция Федеральной налоговой службы по г.Красногорску Московской области;,143400,Московская обл,,Красногорск г,,Братьев Горожанкиных ул,2а,,;8-800-222-22-22;Код ОКПО:11761713. Прием: Понедельник, среда с 09.00 до 18.00. Вторник, четверг с 09.00 до 20.00. Пятница с 09.00 до 16.45. Вторая и четвертая субботы месяца с 10.00 до 15.00. Без перерыва на обед.;Управление Федерального казначейства по Московской области;46623000,46623101,46623154,46623404,46623407;5024002119;502401001;ГУ БАНКА РОССИИ ПО ЦФО;44525000;;4,01018E+19;50088;Инспекция Федеральной налоговой службы по г.Красногорску Московской области;,143409,Московская обл,,Красногорск г,,Бр.Горожанкиных ул,2а,,;495-5646720;;50088;Инспекция Федеральной налоговой службы по г.Красногорску Московской области;,143409,Московская обл,,Красногорск г,,Бр.Горожанкиных ул,2а,,;495-5646720;;2018-07-26 07:32:17.191662;2018-07-26 07:32:17.191662;
466;5027;Межрайонная инспекция Федеральной налоговой службы №17 по Московской области;,140000,Московская обл,,Люберцы г,,Котельническая ул,6,,;8-800-222-22-22;Код ОКПО:11761742. Прием: Понедельник, среда с 09.00 до 18.00. Вторник, четверг с 09.00 до 20.00. Пятница с 09.00 до 16.45. Вторая и четвертая субботы месяца с 10.00 до 15.00. Без перерыва на обед.;Управление Федерального казначейства по Московской области;46631000,46631101,46631165,46631167,46631170,46631173,46711000,46739000,46741000;5027036564;502701001;ГУ БАНКА РОССИИ ПО ЦФО;44525000;;4,01018E+19;50091;Межрайонная инспекция Федеральной налоговой службы №17 по Московской области;,140000,Московская обл,,Люберцы г,,Котельническая ул,6,,;495-5031163;;50091;Межрайонная инспекция Федеральной налоговой службы №17 по Московской области;,140000,Московская обл,,Люберцы г,,Котельническая ул,6,,;495-5031163;;2018-07-26 07:32:17.202989;2018-07-26 07:32:17.202989;
467;5029;Инспекция Федеральной налоговой службы по г.Мытищи Московской области;,141021,Московская обл,,Мытищи г,,Летная ул,30,1,;8-800-222-22-22;Код ОКПО:11761765. Прием: Понедельник, среда с 09.00 до 18.00. Вторник, четверг с 09.00 до 20.00. Пятница с 09.00 до 16.45. Вторая и четвертая субботы месяца с 10.00 до 15.00. Без перерыва на обед.;Управление Федерального казначейства по Московской области;46746000;5029029812;502901001;ГУ БАНКА РОССИИ ПО ЦФО;44525000;;4,01018E+19;50093;Инспекция Федеральной налоговой службы по г.Мытищи Московской области;141021, Московская область,г. Мытищи, ул. Летная, д.30, корп.1;495-5861300;;50093;Инспекция Федеральной налоговой службы по г.Мытищи Московской области;141021, Московская область,г. Мытищи, ул. Летная, д.30, корп.1;495-5861300;;2018-07-26 07:32:17.216505;2018-07-26 07:32:17.216505;
479;5611;Инспекция Федеральной налоговой службы по Промышленному району г.Оренбурга;,460000,,,Оренбург г,,Парковый пр-кт,2,,;8-800-222-22-22, (3532) 77-79-23;Код ОКПО:119225936 Время работы: пн, ср 8.30-17.30, вт, чт 8.30-19.30, пт 8.30-16.15, 2 и 4-я сб 10.00-15.00. Перерыв 13.00-13.45 (прием отчетности без перерыва).;УФК по Оренбургской области;53634000,54;5611003692;561001001;ОТДЕЛЕНИЕ ОРЕНБУРГ;45354001;;4,01018E+19;56175;Межрайонная инспекция Федеральной налоговой службы № 10 по Оренбургской области;,460019,,, Оренбург г,, Шарлыкское ш, д 1/2,,;(3532)47-73-66;;56175;Межрайонная инспекция Федеральной налоговой службы № 10 по Оренбургской области;,460019,,, Оренбург г,, Шарлыкское ш, д 1/2,,;(3532)47-73-66;;2018-07-26 07:32:17.727506;2018-07-26 07:32:17.727506;
468;5030;Инспекция Федеральной налоговой службы по г.Наро-Фоминску Московской области;,143300,Московская обл,,Наро-Фоминск г,,Маршала Жукова ул,13,,;8-800-222-22-22;Код ОКПО:11761771. Прием: Понедельник, среда с 09.00 до 18.00. Вторник, четверг с 09.00 до 20.00. Пятница с 09.00 до 16.45. Вторая и четвертая субботы месяца с 10.00 до 15.00. Без перерыва на обед.;Управление Федерального казначейства по Московской области;46638000,46638101,46638102,46638105,46638168,46638404,46638407,46638410,46638440,46761000;5030011224;503001001;ГУ БАНКА РОССИИ ПО ЦФО;44525000;;4,01018E+19;50123;Межрайонная инспекция Федеральной налоговой службы №5 по Московской области;,142100,Московская обл,,Подольск г,,Комсомольская ул,7,,;495-1379051;;50123;Межрайонная инспекция Федеральной налоговой службы №5 по Московской области;,142100,Московская обл,,Подольск г,,Комсомольская ул,7,,;495-1379051;;2018-07-26 07:32:17.227621;2018-07-26 07:32:17.227621;
469;5031;Инспекция Федеральной налоговой службы по г.Ногинску Московской области;,142400,Московская обл,,Ногинск г,,Рабочая ул,105,,;8-800-222-22-22;Код ОКПО:11761788. Прием: Понедельник, среда с 09.00 до 18.00. Вторник, четверг с 09.00 до 20.00. Пятница с 09.00 до 16.45. Вторая и четвертая субботы месяца с 10.00 до 15.00. Без перерыва на обед.;Управление Федерального казначейства по Московской области;46639000,46639101,46639103,46639105,46639154,46639158,46639402,46639407,46639416,46639422,46639428,46781000;5031010382;503101001;ГУ БАНКА РОССИИ ПО ЦФО;44525000;;4,01018E+19;50117;Инспекция Федеральной налоговой службы по г.Электростали Московской области;,144000,Московская обл,,Электросталь г,,Больничный пр,3,,;49657-43231;;50117;Инспекция Федеральной налоговой службы по г.Электростали Московской области;,144000,Московская обл,,Электросталь г,,Больничный пр,3,,;49657-43231;;2018-07-26 07:32:17.240426;2018-07-26 07:32:17.240426;
470;5032;Межрайонная инспекция Федеральной налоговой службы №22 по Московской области;,143002,Московская обл,,Одинцово г,,Молодежная ул,32,,;8-800-222-22-22;Код ОКПО:11761794. Прием: Понедельник, среда с 09.00 до 18.00. Вторник, четверг с 09.00 до 20.00. Пятница с 09.00 до 16.45. Вторая и четвертая субботы месяца с 10.00 до 15.00. Без перерыва на обед.;Управление Федерального казначейства по Московской области;46641000,46641101,46641104,46641110,46641152,46641157,46641160,46641162,46641425,46641464,46706000,46730000,46773000;5032233705;503201001;ГУ БАНКА РОССИИ ПО ЦФО;44525000;;4,01018E+19;50088;Инспекция Федеральной налоговой службы по г.Красногорску Московской области;,143409,Московская обл,,Красногорск г,,Бр.Горожанкиных ул,2а,,;495-5646720;;50088;Инспекция Федеральной налоговой службы по г.Красногорску Московской области;,143409,Московская обл,,Красногорск г,,Бр.Горожанкиных ул,2а,,;495-5646720;;2018-07-26 07:32:17.252932;2018-07-26 07:32:17.252932;
471;5514;Межрайонная инспекция Федеральной налоговой службы № 3 по Омской области;,646020,Омская обл,,Исилькуль г,,Западная ул,1,,;8-800-222-2222;Код ОКПО:73465586 Режим работы понедельник, среда: 9.00 - 18.00, вторник, четверг: 9.00 - 20.00, пятница: 9.00 - 16.45, вторая и четвертая суббота месяца: 10.00 - 15.00 остальные субботы, воскресенье: выходные дни.;УФК по Омской области;52615000,52615101,52626000,52626151,52630000,52630151,52632000,52632151,52636000,52636101,52636422,52648000,52648151,52656000,52656101,52659000,52659151,52659404,52659422;5514006793;551401001;Отделение Омск;45209001;;4,01018E+19;55222;Межрайонная инспекция Федеральной налоговой службы № 12 по Омской области;,644010,,, Омск г,, Маршала Жукова ул, д 72, корп 1,;(3812) 35-94-71;Режим работы: понедельник-четверг 9.00-18.00, пятница 9.00-16.45, суббота, воскресенье - выходные дни;55222;Межрайонная инспекция Федеральной налоговой службы № 12 по Омской области;,644010,,, Омск г,, Маршала Жукова ул, д 72, корп 1,;(3812) 35-94-71;Режим работы: понедельник-четверг 9.00-18.00, пятница 9.00-16.45, суббота, воскресенье - выходные дни;2018-07-26 07:32:17.263728;2018-07-26 07:32:17.263728;
472;5515;Межрайонная инспекция Федеральной налоговой службы № 1 по Омской области;,646900,Омская обл,,Калачинск г,,Ленина ул,49,,;8-800-222-2222;Код ОКПО:35867327 Режим работы понедельник, среда: 9.00 - 18.00, вторник, четверг: 9.00 - 20.00, пятница: 9.00 - 16.45, вторая и четвертая суббота месяца: 10.00 - 15.00 остальные субботы, воскресенье: выходные дни.;УФК по Омской области;52609000,52609151,52618000,52618101,52623000,52623151,52639000,52641000,52641151,52641152,52643000,52643151,52658000,52658151;5515010979;551501001;Отделение Омск;45209001;;4,01018E+19;55222;Межрайонная инспекция Федеральной налоговой службы № 12 по Омской области;,644010,,, Омск г,, Маршала Жукова ул, д 72, корп 1,;(3812) 35-94-71;Режим работы: понедельник-четверг 9.00-18.00, пятница 9.00-16.45, суббота, воскресенье - выходные дни;55222;Межрайонная инспекция Федеральной налоговой службы № 12 по Омской области;,644010,,, Омск г,, Маршала Жукова ул, д 72, корп 1,;(3812) 35-94-71;Режим работы: понедельник-четверг 9.00-18.00, пятница 9.00-16.45, суббота, воскресенье - выходные дни;2018-07-26 07:32:17.276285;2018-07-26 07:32:17.276285;
473;5535;Межрайонная инспекция Федеральной налоговой службы № 2 по Омской области;,646530,Омская обл,,Тара г,,Ленина пл,10,,;8-800-222-2222;Код ОКПО:73465675 Режим работы понедельник, среда: 9.00 - 18.00, вторник, четверг: 9.00 - 20.00, пятница: 9.00 - 16.45, вторая и четвертая суббота месяца: 10.00 - 15.00 остальные субботы, воскресенье: выходные дни.;УФК по Омской области;52603000,52603151,52606000,52612000,52621000,52634000,52634151,52634434,52651000,52651151,52652000,52654000,52654101,52655000,52655151,52657000;5535006970;553501001;Отделение Омск;45209001;;4,01018E+19;55222;Межрайонная инспекция Федеральной налоговой службы № 12 по Омской области;,644010,,, Омск г,, Маршала Жукова ул, д 72, корп 1,;(3812) 35-94-71;Режим работы: понедельник-четверг 9.00-18.00, пятница 9.00-16.45, суббота, воскресенье - выходные дни;55222;Межрайонная инспекция Федеральной налоговой службы № 12 по Омской области;,644010,,, Омск г,, Маршала Жукова ул, д 72, корп 1,;(3812) 35-94-71;Режим работы: понедельник-четверг 9.00-18.00, пятница 9.00-16.45, суббота, воскресенье - выходные дни;2018-07-26 07:32:17.323329;2018-07-26 07:32:17.323329;
474;5602;Межрайонная инспекция Федеральной налоговой службы №1 по Оренбургской области;,461630,Оренбургская обл,,Бугуруслан г,,Чапаевская ул,98,,;8-800-222-22-22, (35352) 2-44-65;Код ОКПО:76130126 Время работы: пн, ср 8.30-17.30, вт, чт 8.30-19.30, пт 8.30-16.15, 2 и 4-я суб 10.00-15.00. Перерыв 13.00-13.45 (прием отчетности без перерыва);УФК по Оренбургской области;53606419,53606437,53607000,53607416,53611000,53611413,53611455,53627404,53638405,53643000,53643410,53643413,53656000,53656446,53704000,53708000;5602000871;560201001;ОТДЕЛЕНИЕ ОРЕНБУРГ;45354001;;4,01018E+19;56175;Межрайонная инспекция Федеральной налоговой службы № 10 по Оренбургской области;,460019,,, Оренбург г,, Шарлыкское ш, д 1/2,,;(3532)47-73-66;;56175;Межрайонная инспекция Федеральной налоговой службы № 10 по Оренбургской области;,460019,,, Оренбург г,, Шарлыкское ш, д 1/2,,;(3532)47-73-66;;2018-07-26 07:32:17.594740;2018-07-26 07:32:17.594740;
